"area_numbe","area_num_1","area","comarea","comarea_id","community","perimeter","shape_area","shape_len","life_expectency","violent_crime_count","per_families_children_below_poverty","per_bachelors","per_no_internet","per_no_HI","per_same_house","per_poor_mh","disconnection_rate","hs_disconnection_rate","covid_death_rate","structural_ranking","covid_impact_ranking","health_ranking","overall_ranking","pr_poverty","pr_no_bachelors","pr_no_internet","pr_no_HI","pr_moved","pr_comm_disconnection","pr_hs_disconnection","pr_covid_death_rate","pr_poor_mh","pr_crime","pr_life_expectency","percent_black_hisp","pr_black_hisp","total","hs_graduation_spr2020","pr_low_hs_grad","partner_count","pr_partner_count"
32,32,0,0,0,"LOOP",0,46335565.4586,39428.6729962,81.625,1148,5.44023153365434,38.8539756855513,2.14574565447529,4.88471672984325,63.732563944951,9.43023255813953,3.317561,19.142422,58.3133,0.434210526315789,0,0.0526315789473684,0.05,0.118421052631579,0.0657894736842105,0,0.118421052631579,1,0.0657894736842105,0.75,0.0131578947368421,0.0526315789473684,0.723684210526316,0.0921052631578947,0.165515457250033,0.118421052631579,1.30263157894737,94,0,4,0.342105263157895
43,43,0,0,0,"SOUTH SHORE",0,81812716.3958,44249.6461173,71.1259,3177,36.619744007073,12.7666881668576,25.1294850001005,19.0311758795989,83.1871913115116,15.5103321478088,10.084914,22.53754,320.39339,0.855263157894737,0.934210526315789,0.828947368421053,0.92,0.868421052631579,0.539473684210526,0.776315789473684,0.671052631578947,0.736842105263158,0.552631578947368,0.881578947368421,0.960526315789474,0.802631578947368,0.986842105263158,0.815789473684211,0.960847508206505,0.815789473684211,7.25,79,0.881578947368421,7,0.539473684210526
44,44,0,0,0,"CHATHAM",0,82320670.3112,42006.9450094,73.7709,2020,32.7870858579348,15.9495056078381,28.8301769369602,26.1724055691633,84.314630333892,14.0236270465386,17.545238,18.985098,227.79581,0.828947368421053,0.815789473684211,0.789473684210526,0.87,0.828947368421053,0.473684210526316,0.868421052631579,0.881578947368421,0.684210526315789,0.736842105263158,0.723684210526316,0.631578947368421,0.618421052631579,0.881578947368421,0.697368421052632,0.965124164433106,0.855263157894737,7,78,0.894736842105263,24,0.815789473684211
45,45,0,0,0,"AVALON PARK",0,34852737.7366,27630.822534,72.6333,423,28.7139911634757,13.1460677466863,25.6756406480118,7.90920471281296,90.0025184094256,12.6774668630339,17.572824,18.962753,214.0815,0.657894736842105,0.697368421052632,0.381578947368421,0.67,0.684210526315789,0.513157894736842,0.802631578947368,0.184210526315789,0.328947368421053,0.776315789473684,0.710526315789474,0.5,0.434210526315789,0.368421052631579,0.776315789473684,0.966745598682179,0.868421052631579,5.39473684210526,87,0.302631578947368,21,0.671052631578947
46,46,0,0,0,"SOUTH CHICAGO",0,93272185.0092,52435.9794313,73.3726,1325,29.080418616578,12.1079158920444,20.9488999294827,15.563231296878,89.1293884223348,15.6432912366177,21.21834,17.716572,200.9754,0.75,0.539473684210526,0.723684210526316,0.76,0.710526315789474,0.592105263157895,0.644736842105263,0.539473684210526,0.421052631578947,0.802631578947368,0.592105263157895,0.381578947368421,0.815789473684211,0.75,0.736842105263158,0.962353019775521,0.828947368421053,6.21052631578947,74,0.960526315789474,5,0.421052631578947
47,47,0,0,0,"BURNSIDE",0,16995983.2737,18137.9442529,68.9951,117,0,7.04,42.23,47.18,86.27,13.7,17.555249,18.985788,225.3,0.526315789473684,0.907894736842105,0.934210526315789,0.74,0,0.855263157894737,1,1,0.605263157894737,0.75,0.736842105263158,0.618421052631579,0.592105263157895,0.0131578947368421,0.947368421052632,0.982053838484547,0.973684210526316,5.89473684210526,79,0.881578947368421,24,0.815789473684211
59,59,0,0,0,"MCKINLEY PARK",0,39431799.6479,26014.0968371,81.1919,231,24.0472457084294,13.0080643095055,12.5064066102998,25.0722418652319,88.6598987957981,13.4488470407379,7.427923,9.778526,215.53901,0.276315789473684,0.276315789473684,0.539473684210526,0.36,0.618421052631579,0.526315789473684,0.197368421052632,0.855263157894737,0.460526315789474,0.197368421052632,0.342105263157895,0.526315789473684,0.552631578947368,0.171052631578947,0.144736842105263,0.578045727087039,0.407894736842105,3.67105263157895,84,0.618421052631579,3,0.236842105263158
6,6,0,0,0,"LAKE VIEW",0,87214799.2728,51973.0968677,81.9584,943,2.95928492709393,47.4282824686334,5.52203967446592,3.74406398355375,74.7212803068837,9.18166539504917,2.457725,0.001017,80.30592,0.157894736842105,0.0131578947368421,0.0394736842105263,0.01,0.0263157894736842,0.0131578947368421,0.0131578947368421,0.0921052631578947,0.960526315789474,0.0394736842105263,0.0394736842105263,0.0394736842105263,0.0394736842105263,0.644736842105263,0.0526315789473685,0.12575346520002,0.0263157894736842,0.973684210526316,92,0.0394736842105263,3,0.236842105263158
48,48,0,0,0,"CALUMET HEIGHTS",0,48826241.5643,32925.3658706,73.605,394,17.181754995656,15.0489371560961,18.1320496669563,14.5313915435853,89.5178040834057,11.9288879235447,21.448045,17.91054,202.83364,0.605263157894737,0.368421052631579,0.473684210526316,0.57,0.407894736842105,0.486842105263158,0.473684210526316,0.486842105263158,0.368421052631579,0.868421052631579,0.657894736842105,0.394736842105263,0.315789473684211,0.315789473684211,0.723684210526316,0.97799453765119,0.947368421052632,4.93421052631579,85,0.513157894736842,22,0.723684210526316
49,49,0,0,0,"ROSELAND",0,134313706.73,56632.7954292,70.7762,2196,27.9306304489119,8.94991326564916,26.973390035635,17.4674560164952,87.7828223402586,14.1517783903718,17.534272,18.95976,299.51843,0.802631578947368,0.947368421052632,0.736842105263158,0.84,0.644736842105263,0.75,0.828947368421053,0.618421052631579,0.513157894736842,0.723684210526316,0.697368421052632,0.921052631578947,0.644736842105263,0.907894736842105,0.842105263157895,0.963663755681528,0.842105263157895,6.97368421052632,84,0.618421052631579,11,0.631578947368421
5,5,0,0,0,"NORTH CENTER",0,57054167.85,31391.6697542,81.5534,218,3.11267769165595,44.9796341042458,8.17395393353626,6.87969435466156,84.5549860357109,9.52210437129319,9.211862,10.129786,119.08791,0.118421052631579,0.0789473684210526,0.105263157894737,0.03,0.0394736842105263,0.0263157894736842,0.105263157894737,0.157894736842105,0.657894736842105,0.342105263157895,0.407894736842105,0.0789473684210526,0.0921052631578947,0.131578947368421,0.105263157894737,0.135610387418057,0.0526315789473684,1.10526315789474,92,0.0394736842105263,0,0
50,50,0,0,0,"PULLMAN",0,59001555.602,35572.0695077,71.5316,335,18.9663071672355,10.1195112627986,17.2763890784983,7.24690375426621,93.0576313993174,13.1955085324232,21.446872,17.910864,311.2593,0.578947368421053,0.736842105263158,0.434210526315789,0.61,0.473684210526316,0.671052631578947,0.421052631578947,0.171052631578947,0.0921052631578947,0.855263157894737,0.671052631578947,0.947368421052632,0.526315789473684,0.25,0.802631578947368,0.865643274853801,0.618421052631579,5.06578947368421,85,0.513157894736842,3,0.236842105263158
51,51,0,0,0,"SOUTH DEERING",0,303797059.66,80389.8718002,74.3551,635,35.0314117413462,11.3102568005824,22.7468085247204,11.8041220464624,90.345883248395,15.2754848103779,21.45,17.91,200.05593,0.736842105263158,0.552631578947368,0.618421052631579,0.71,0.842105263157895,0.618421052631579,0.697368421052632,0.342105263157895,0.276315789473684,0.881578947368421,0.644736842105263,0.368421052631579,0.736842105263158,0.513157894736842,0.671052631578947,0.959224555735056,0.789473684210526,5.84210526315789,85,0.513157894736842,3,0.236842105263158
52,52,0,0,0,"EAST SIDE",0,83241728.0493,52274.1928493,78.4471,364,22.4036411769812,7.11426742470272,17.3907416890895,26.7124355524694,91.2675479559066,14.3714260914851,20.963085,17.503443,198.7,0.644736842105263,0.328947368421053,0.710526315789474,0.59,0.578947368421053,0.842105263157895,0.434210526315789,0.894736842105263,0.223684210526316,0.789473684210526,0.578947368421053,0.355263157894737,0.657894736842105,0.289473684210526,0.473684210526316,0.856257640264722,0.578947368421053,5.05263157894737,81,0.75,22,0.723684210526316
53,53,0,0,0,"WEST PULLMAN",0,99365198.0822,50023.8430008,70.5622,1392,30.3963731443995,9.13078778677463,20.6068724696356,19.7613201754386,89.8555404858299,15.1958738191633,21.402028,17.870814,300.68867,0.763157894736842,0.868421052631579,0.815789473684211,0.88,0.763157894736842,0.723684210526316,0.618421052631579,0.684210526315789,0.355263157894737,0.815789473684211,0.605263157894737,0.934210526315789,0.723684210526316,0.763157894736842,0.855263157894737,0.970719520319787,0.894736842105263,7.05263157894737,83,0.671052631578947,5,0.421052631578947
54,54,0,0,0,"RIVERDALE",0,98389497.4143,46455.4408571,69.7631,470,52.6465751311324,1.99117402036409,24.3947053378587,15.526190990435,83.5221999382906,22.8601820425795,21.44571,17.906418,173.69951,0.868421052631579,0.5,0.921052631578947,0.79,1,1,0.75,0.526315789473684,0.710526315789474,0.842105263157895,0.631578947368421,0.25,1,0.407894736842105,0.907894736842105,0.984916428862617,1,6.68421052631579,72,1,3,0.236842105263158
55,55,0,0,0,"HEGEWISCH",0,145965741.437,73692.3821322,77.317,181,23.5510502864418,7.61147676639083,18.2424464247825,24.4407574793125,86.5886844897093,12.814109908763,21.44142,17.902836,137.23816,0.684210526315789,0.25,0.684210526315789,0.5,0.605263157894737,0.815789473684211,0.486842105263158,0.828947368421053,0.565789473684211,0.828947368421053,0.618421052631579,0.157894736842105,0.486842105263158,0.0526315789473684,0.513157894736842,0.646495764110463,0.460526315789474,4.42105263157895,84,0.618421052631579,1,0.131578947368421
56,56,0,0,0,"GARFIELD RIDGE",0,117890778.429,60080.4479704,78.3771,405,9.17549039492365,14.0505728276302,17.0935409845565,17.400005505172,92.1423654854692,11.966195346681,9.919077,5.603829,210.96253,0.184210526315789,0.381578947368421,0.407894736842105,0.37,0.210526315789474,0.5,0.407894736842105,0.605263157894737,0.157894736842105,0.421052631578947,0.25,0.473684210526316,0.342105263157895,0.355263157894737,0.486842105263158,0.562394173139463,0.381578947368421,3.68421052631579,82,0.710526315789474,0,0
57,57,0,0,0,"ARCHER HEIGHTS",0,55922505.7212,31880.0210295,81.7844,217,19.85823937878,8.11431718061674,19.5669103262899,15.3379384753229,92.4508243112073,13.5555439408646,7.602558,9.910847,221.9,0.25,0.605263157894737,0.315789473684211,0.38,0.5,0.789473684210526,0.592105263157895,0.513157894736842,0.131578947368421,0.25,0.381578947368421,0.565789473684211,0.565789473684211,0.118421052631579,0.0657894736842105,0.783695177036282,0.513157894736842,3.68421052631579,82,0.710526315789474,23,0.776315789473684
58,58,0,0,0,"BRIGHTON PARK",0,75892790.3114,36537.1343061,79.5437,620,29.4677349673779,7.8424199876565,20.8410059954153,27.0822974343149,93.7898922147769,15.4436519132428,7.590809,9.9145,221.90971,0.407894736842105,0.631578947368421,0.763157894736842,0.64,0.723684210526316,0.802631578947368,0.631578947368421,0.934210526315789,0.0657894736842105,0.236842105263158,0.394736842105263,0.578947368421053,0.776315789473684,0.486842105263158,0.421052631578947,0.820930337892925,0.526315789473684,5.31578947368421,79,0.881578947368421,29,0.960526315789474
60,60,0,0,0,"BRIDGEPORT",0,58291519.2767,32732.7183268,79.0052,348,17.6297526347062,22.3234524814711,12.8627951340026,9.19134878193702,88.3014832535885,11.9026362698189,7.427861,9.778482,197.75592,0.210526315789474,0.197368421052632,0.276315789473684,0.2,0.421052631578947,0.394736842105263,0.223684210526316,0.25,0.473684210526316,0.184210526315789,0.328947368421053,0.342105263157895,0.302631578947368,0.263157894736842,0.460526315789474,0.248899826288361,0.171052631578947,2.61842105263158,91,0.0921052631578947,24,0.815789473684211
61,61,0,0,0,"NEW CITY",0,134636963.254,48133.595961,73.6413,1400,35.6616490524371,5.58502467494423,25.2656840255087,27.2467909051986,90.1932611487933,17.0454356986727,7.441462,9.779281,248.8,0.671052631578947,0.881578947368421,0.947368421052632,0.78,0.855263157894737,0.921052631578947,0.789473684210526,0.947368421052632,0.302631578947368,0.223684210526316,0.355263157894737,0.815789473684211,0.894736842105263,0.802631578947368,0.710526315789474,0.844841551078262,0.565789473684211,6.60526315789474,76,0.934210526315789,6,0.473684210526316
62,62,0,0,0,"WEST ELSDON",0,32711091.4259,26229.6956007,81.3973,205,7.62158042962063,10.6078966259871,18.8637931415318,13.291667126843,94.4202965376332,13.2789607377547,9.928,5.613336,223.24525,0.131578947368421,0.565789473684211,0.302631578947368,0.34,0.171052631578947,0.631578947368421,0.526315789473684,0.421052631578947,0.0263157894736842,0.447368421052632,0.263157894736842,0.592105263157895,0.539473684210526,0.105263157894737,0.118421052631579,0.825682317264457,0.539473684210526,3.46052631578947,80,0.815789473684211,0,0
63,63,0,0,0,"GAGE PARK",0,61284896.1132,32294.1959107,81.079,619,21.7367248207751,3.95506241540081,19.4958043816113,23.0454376597985,93.3291196671179,15.4795683561438,9.923634,5.623865,230.432,0.473684210526316,0.644736842105263,0.631578947368421,0.63,0.552631578947368,0.973684210526316,0.578947368421053,0.789473684210526,0.0789473684210526,0.434210526315789,0.276315789473684,0.644736842105263,0.789473684210526,0.473684210526316,0.184210526315789,0.953065798601846,0.763157894736842,5.21052631578947,80,0.815789473684211,4,0.342105263157895
64,64,0,0,0,"CLEARING",0,71145192.3827,45363.2861749,76.4491,271,11.8941354423268,12.5104883529971,16.2737127792904,12.6562098621375,89.9240265352867,12.5299753662647,9.899217,5.592609,210.71696,0.197368421052632,0.355263157894737,0.368421052631579,0.33,0.25,0.565789473684211,0.394736842105263,0.394736842105263,0.342105263157895,0.407894736842105,0.223684210526316,0.460526315789474,0.407894736842105,0.197368421052632,0.552631578947368,0.563300768737989,0.394736842105263,3.46052631578947,86,0.407894736842105,22,0.723684210526316
65,65,0,0,0,"WEST LAWN",0,82315301.6831,41934.4901309,79.5391,357,18.7173137460651,6.19336471293659,18.8664173287363,22.3570505171638,92.0771065807225,13.9308139709189,9.935455,5.600607,223.7408,0.355263157894737,0.592105263157895,0.657894736842105,0.53,0.447368421052632,0.881578947368421,0.539473684210526,0.75,0.171052631578947,0.460526315789474,0.236842105263158,0.605263157894737,0.605263157894737,0.276315789473684,0.434210526315789,0.866210876246628,0.631578947368421,4.75,85,0.513157894736842,2,0.197368421052632
66,66,0,0,0,"CHICAGO LAWN",0,98279465.1151,40073.0998382,75.3702,1845,30.0390127274035,5.52779643345078,23.8167870496872,23.963085316747,90.4415474221615,16.6563403322068,26.216719,10.802767,239.23156,0.789473684210526,0.802631578947368,0.842105263157895,0.86,0.736842105263158,0.934210526315789,0.736842105263158,0.802631578947368,0.25,0.907894736842105,0.460526315789474,0.75,0.881578947368421,0.855263157894737,0.618421052631579,0.947538557407696,0.710526315789474,7,80,0.815789473684211,26,0.934210526315789
67,67,0,0,0,"WEST ENGLEWOOD",0,87947691.9478,40195.2033069,69.9263,2268,44.3541388536826,4.07500887198986,38.2260721025208,16.6318146739896,86.8343700887199,17.1912040557668,26.165424,10.786656,328.33948,0.907894736842105,1,0.881578947368421,0.99,0.947368421052632,0.960526315789474,0.986842105263158,0.592105263157895,0.526315789473684,0.894736842105263,0.447368421052632,1,0.907894736842105,0.934210526315789,0.894736842105263,0.970356031276095,0.881578947368421,8.03947368421053,73,0.973684210526316,8,0.578947368421053
68,68,0,0,0,"ENGLEWOOD",0,85652323.0826,42316.8442973,70.8088,2128,48.7149540027403,5.7189032426437,33.950255757813,25.0203715665166,82.6910517387617,19.409816010961,26.27,10.82,294.92731,0.960526315789474,0.986842105263158,0.973684210526316,1,0.986842105263158,0.907894736842105,0.960526315789474,0.842105263157895,0.75,0.934210526315789,0.473684210526316,0.907894736842105,0.986842105263158,0.894736842105263,0.828947368421053,0.983290432354609,0.986842105263158,8.32894736842105,76,0.934210526315789,36,0.986842105263158
69,69,0,0,0,"GREATER GRAND CROSSING",0,98853167.7093,54645.3302996,69.1845,2395,39.9466382430526,10.2175983068523,31.9890153978284,14.0739402490645,82.4556830869272,15.9422612109687,26.255771,10.828141,211.14668,0.881578947368421,0.789473684210526,0.802631578947368,0.95,0.894736842105263,0.644736842105263,0.934210526315789,0.460526315789474,0.763157894736842,0.921052631578947,0.486842105263158,0.486842105263158,0.842105263157895,0.947368421052632,0.934210526315789,0.973929483564961,0.921052631578947,7.34210526315789,80,0.815789473684211,9,0.592105263157895
7,7,0,0,0,"LINCOLN PARK",0,88316400.4728,49478.4277714,81.3034,489,2.65262025079543,48.8121925884335,6.27261978289351,2.97649946971115,74.2693472768108,9.4476651693805,2.464435,0.011414,129.54534,0.0789473684210526,0.0657894736842105,0.0526315789473684,0,0.0131578947368421,0,0.0526315789473684,0.0657894736842105,0.973684210526316,0.0526315789473684,0.0789473684210526,0.118421052631579,0.0657894736842105,0.421052631578947,0.131578947368421,0.111624559130497,0.0131578947368421,0.934210526315789,88,0.25,1,0.131578947368421
70,70,0,0,0,"ASHBURN",0,135460337.208,54818.1546317,76.0591,627,15.756098926511,12.3815333122368,14.1109301136779,16.3968842043767,95.1834797108152,12.4906988632214,13.974455,0.117726,218.21392,0.263157894736842,0.342105263157895,0.526315789473684,0.51,0.368421052631579,0.578947368421053,0.276315789473684,0.565789473684211,0.0131578947368421,0.671052631578947,0.157894736842105,0.539473684210526,0.394736842105263,0.5,0.592105263157895,0.871990035981179,0.644736842105263,4.55263157894737,89,0.184210526315789,26,0.934210526315789
71,71,0,0,0,"AUBURN GRESHAM",0,105065353.602,46757.7217161,72.2612,2396,30.2085366103851,9.2994670003898,30.6166208481218,12.0932909340828,89.0267857948834,14.9754836591921,17.561203,18.901181,235.33911,0.815789473684211,0.881578947368421,0.697368421052632,0.8,0.75,0.710526315789474,0.907894736842105,0.368421052631579,0.434210526315789,0.763157894736842,0.684210526315789,0.697368421052632,0.710526315789474,0.960526315789474,0.789473684210526,0.975669258751008,0.934210526315789,6.88157894736842,82,0.710526315789474,29,0.960526315789474
72,72,0,0,0,"BEVERLY",0,88779363.9384,44591.4851009,79.5787,182,4.35556054706998,25.801919736448,7.71104372566637,7.93264849755416,95.5261750024957,9.47111909753419,13.958962,0.091881,235.32612,0.0394736842105263,0.302631578947368,0.144736842105263,0.18,0.0921052631578947,0.25,0.0789473684210526,0.197368421052632,0,0.644736842105263,0.131578947368421,0.684210526315789,0.0789473684210526,0.0657894736842105,0.407894736842105,0.391693193876004,0.302631578947368,2.55263157894737,89,0.184210526315789,22,0.723684210526316
73,73,0,0,0,"WASHINGTON HEIGHTS",0,79635752.8769,42222.598163,72.7433,916,26.3296229192617,11.7014664250934,22.6229151096516,11.2562367417808,90.0566511908806,12.7818706828219,13.962148,0.10134,266.94661,0.539473684210526,0.842105263157895,0.460526315789474,0.72,0.631578947368421,0.605263157894737,0.671052631578947,0.289473684210526,0.315789473684211,0.657894736842105,0.144736842105263,0.855263157894737,0.460526315789474,0.618421052631579,0.763157894736842,0.972365567272455,0.907894736842105,5.85526315789474,83,0.671052631578947,1,0.131578947368421
74,74,0,0,0,"MOUNT GREENWOOD",0,75584290.0209,48665.1305392,77.0195,121,3.51501597444089,24.7470287539936,12.4883763683025,2.70548525637668,91.4914890273922,10.9209815115487,13.916724,0.089721,125,0.0657894736842105,0.105263157894737,0.171052631578947,0.12,0.0789473684210526,0.315789473684211,0.184210526315789,0.0394736842105263,0.197368421052632,0.631578947368421,0.118421052631579,0.105263157894737,0.184210526315789,0.0263157894736842,0.539473684210526,0.140072954663888,0.0789473684210526,1.86842105263158,85,0.513157894736842,0,0
75,75,0,0,0,"MORGAN PARK",0,91877340.6988,46396.419362,75.7315,542,13.3938748335553,18.5198397691966,18.0245863293387,11.9953803817133,92.380644030182,11.8365823346649,13.391181,0.08811,241.32356,0.210526315789474,0.671052631578947,0.342105263157895,0.47,0.289473684210526,0.447368421052632,0.460526315789474,0.355263157894737,0.144736842105263,0.618421052631579,0.105263157894737,0.789473684210526,0.289473684210526,0.460526315789474,0.605263157894737,0.634985616286789,0.447368421052632,4.31578947368421,84,0.618421052631579,4,0.342105263157895
76,76,0,0,0,"OHARE",0,371835607.687,173625.98466,81.6962,299,13.7880674245394,26.8356087808702,19.7878165425323,21.2832646021168,80.5025535084281,12.4529988239906,0.002439,0,54.30173,0.0921052631578947,0.223684210526316,0.328947368421053,0.17,0.302631578947368,0.210526315789474,0.605263157894737,0.723684210526316,0.802631578947368,0.0131578947368421,0,0,0.381578947368421,0.236842105263158,0.0789473684210527,0.224166978659678,0.144736842105263,2.48684210526316,84,0.618421052631579,0,0
77,77,0,0,0,"EDGEWATER",0,48449990.8397,31004.8309456,80.0619,657,15.1767856195043,31.0840082447232,11.8290490260257,11.309714619345,80.0999037525875,10.9511420533961,6.10161,15.737094,188.41845,0.368421052631579,0.144736842105263,0.184210526315789,0.16,0.328947368421053,0.157894736842105,0.171052631578947,0.302631578947368,0.828947368421053,0.118421052631579,0.552631578947368,0.289473684210526,0.197368421052632,0.539473684210526,0.276315789473684,0.273534666689795,0.197368421052632,2.42105263157895,86,0.407894736842105,23,0.776315789473684
9,9,0,0,0,"EDISON PARK",0,31636313.7864,25937.226841,83.0617,52,3.1638240815232,31.0794931617056,14.0298256905337,0.513274336283186,91.0716948243497,9.65218557253955,0,0,325.1,0,0.644736842105263,0.0131578947368421,0.08,0.0526315789473684,0.171052631578947,0.25,0,0.236842105263158,0,0,0.973684210526316,0.105263157894737,0,0,0.104137073863637,0,1.38157894736842,90,0.131578947368421,21,0.671052631578947
